0.1425 -5.65472204392962e+22 
0.285 -4.87854907923384e+22 
0.4275 -4.20891441411217e+22 
0.57 -3.63119449197042e+22 
0.7125 -3.13277300063553e+22 
0.855 -2.70276535592157e+22 
0.9975 -2.33178100286485e+22 
1.14 -2.01171834373596e+22 
1.2825 -1.73558781444378e+22 
1.425 -1.49735924565447e+22 
1.5675 -1.2918301752801e+22 
1.71 -1.11451223653065e+22 
1.8525 -9.61533140458837e+21 
1.995 -8.29552112481634e+21 
2.1375 -7.15686936171907e+21 
2.28 -6.17451011094225e+21 
2.4225 -5.32699050146841e+21 
2.565 -4.59580230542444e+21 
2.7075 -3.96497775333415e+21 
2.85 -3.42074082818554e+21 
2.9925 -2.95120642323297e+21 
3.135 -2.54612079370871e+21 
3.2775 -2.19663763439973e+21 
3.42 -1.89512489304675e+21 
3.5625 -1.63499810073448e+21 
3.705 -1.41057657952437e+21 
3.8475 -1.21695938717533e+21 
3.99 -1.04991828981984e+21 
4.1325 -9.05805425320578e+20 
4.275 -7.81473640849697e+20 
4.4175 -6.74207765013933e+20 
4.56 -5.81665313638525e+20 
4.7025 -5.0182533433624e+20 
4.845 -4.32944272723434e+20 
4.9875 -3.73517896484736e+20 
5.13 -3.22248445779775e+20 
5.2725 -2.78016292618861e+20 
5.415 -2.39855490301908e+20 
5.5575 -2.06932678966549e+20 
5.7 -1.78528886582387e+20 
5.8425 -1.54023827959525e+20 
5.985 -1.32882358891302e+20 
6.1275 -1.14642789615363e+20 
6.27 -9.89068023810703e+19 
6.4125 -8.53307529419807e+19 
6.555 -7.36181660144228e+19 
6.6975 -6.35132608171424e+19 
6.84 -5.47953653020373e+19 
6.9825 -4.72740970933324e+19 
7.125 -4.07852058959944e+19 
7.2675 -3.5186986579449e+19 
7.41 -3.03571846051148e+19 
7.5525 -2.61903262181381e+19 
7.695 -2.25954150997562e+19 
7.8375 -1.94939451795261e+19 
7.98 -1.68181862109924e+19 
8.1225 -1.45097046710013e+19 
8.265 -1.25180876818972e+19 
8.4075 -1.07998420894706e+19 
8.55 -9.31744465459941e+18 
8.6925 -8.03852261656346e+18 
8.835 -6.93514673308032e+18 
8.9775 -5.98322135839391e+18 
9.12 -5.16195823987135e+18 
9.2625 -4.4534225418209e+18 
9.405 -3.84214118254722e+18 
9.5475 -3.31476493146538e+18 
9.69 -2.85977688711278e+18 
9.8325 -2.46724096976884e+18 
9.975 -2.12858493623661e+18 
10.1175 -1.83641317823851e+18 
10.26 -1.58434521629687e+18 
10.4025 -1.36687636211068e+18 
10.545 -1.17925750655775e+18 
10.6875 -1.01739140811931e+18 
10.83 -8.77743216862286e+17 
10.9725 -7.57263279991654e+17 
11.115 -6.53320543192178e+17 
11.2575 -5.63645093370463e+17 
11.4 -4.86278588039361e+17 
11.5425 -4.19531488816016e+17 
11.685 -3.61946165094023e+17 
11.8275 -3.12265062143458e+17 
11.97 -2.69403238490254e+17 
12.1125 -2.32424672843142e+17 
12.255 -2.00521823156167e+17 
12.3975 -1.7299799143531e+17 
12.54 -1.49252109169902e+17 
12.6825 -1.28765611131354e+17 
12.825 -1.11091110887795e+17 
12.9675 -9.58426307292181e+16 
13.11 -8.2687172643139e+16 
13.2525 -7.13374462668207e+16 
13.395 -6.15455950082456e+16 
13.5375 -5.30977833261844e+16 
13.68 -4.58095269657677e+16 
13.8225 -3.95216641707253e+16 
13.965 -3.40968798911806e+16 
14.1075 -2.9416707082258e+16 
14.25 -2.53789396075269e+16 
14.3925 -2.18954002499814e+16 
14.535 -1.88900150881284e+16 
14.6775 -1.62971521851958e+16 
14.82 -1.4060188311567e+16 
14.9625 -1.21302724003711e+16 
15.105 -1.04652587324277e+16 
15.2475 -9.02878655332619e+15 
15.39 -7789486023210191 
15.5325 -6720293158711784 
15.675 -5797858806660501 
15.8175 -5002038742669177 
15.96 -4315453759312003 
16.1025 -3.72311013705236e+15 
16.245 -3.21207220972098e+15 
16.3875 -2771179873993767 
16.53 -2390804873809268 
16.6725 -2062640537437378 
16.815 -1.77952037545468e+15 
16.9575 -1.53526157814811e+15 
17.1 -1.32452999462599e+15 
17.2425 -1.1427236450352e+15 
17.385 -985872222011303 
17.5275 -850550386662876 
17.67 -733802965638359 
17.8125 -633080415720365 
17.955 -546183146616216 
18.0975 -471213486059498 
18.24 -406534238231205 
18.3825 -350732930494604 
18.525 -302590967660076 
18.6675 -261057020167287 
18.81 -225224065032840 
18.9525 -194309578181088 
19.095 -167638445595975 
19.2375 -144628220105776 
19.38 -124776401836708 
19.5225 -107649464564586 
19.665 -92873388320713 
19.8075 -80125491502050.5 
19.95 -69127384114328.8 
20.0925 -59638888260269.6 
20.235 -51452793107842.4 
20.3775 -44390329796977 
20.52 -38297267465234 
20.6625 -33040545137007.6 
20.805 -28505365923081.8 
20.9475 -24592690073345.1 
21.09 -21217072135666.7 
21.2325 -18304794988572.6 
21.375 -15792259998513.8 
21.5175 -13624598145805.6 
21.66 -11754471788848.5 
21.8025 -10141040899424.2 
21.945 -8749071193599.68 
22.0875 -7548164681499.48 
22.23 -6512095832608.57 
22.3725 -5618238859708.22 
22.515 -4847073614408.35 
22.6575 -4181759303966.94 
22.8 -3607766720177.72 
22.9425 -3112560948898.82 
23.085 -2685327631198.03 
23.2275 -2316736798174.71 
23.37 -1998739122057.24 
23.5125 -1724390134084.11 
23.655 -1487698570419.75 
23.7975 -1283495534265.79 
23.94 -1107321616915.58 
24.0825 -955329512688.893 
24.225 -824200001040.854 
24.3675 -711069461053.011 
24.51 -613467335359.949 
24.6525 -529262177841.679 
24.795 -456615106865.219 
24.9375 -393939647582.175 
25.08 -339867086313.829 
25.2225 -293216580428.984 
25.365 -252969370970.719 
25.5075 -218246534884.527 
25.65 -188289790998.497 
25.7925 -162444940594.414 
25.935 -140147580943.089 
26.0775 -120910779814.536 
26.22 -104314441797.559 
26.3625 -89996134209.2509 
26.505 -77643172249.5874 
26.6475 -66985790555.8545 
26.79 -57791252036.5262 
26.9325 -49858765332.6745 
27.075 -43015099913.8493 
27.2175 -37110803050.4101 
27.36 -32016936048.1271 
27.5025 -27622258470.5787 
27.645 -23830798858.0777 
27.7875 -20559758892.2183 
27.93 -17737705236.9532 
28.0725 -15303009569.4231 
28.215 -13202502733.761 
28.3575 -11390313627.1285 
28.5 -9826867461.45 
28.6425 -8478021524.77121 
28.785 -7314319568.90291 
28.9275 -6310348540.58355 
29.07 -5444183608.38453 
29.2125 -4696909365.7928 
29.355 -4052206754.45143 
29.4975 -3495996686.74077 
29.64 -3016132585.09083 
29.7825 -2602135123.6639 
29.925 -2244963379.66676 
30.0675 -1936817396.66903 
30.21 -1670967848.28372 
30.3525 -1441609082.38607 
30.495 -1243732336.63421 
30.6375 -1073016356.55772 
30.78 -925733027.520046 
30.9225 -798665959.734716 
31.065 -689040248.385992 
31.2075 -594461874.947677 
31.35 -512865426.339163 
31.4925 -442468990.20396 
31.635 -381735241.308661 
31.7775 -329337869.262824 
31.92 -284132614.404556 
32.0625 -245132279.330249 
32.205 -211485170.367427 
32.3475 -182456498.193228 
32.49 -157412331.423113 
32.6325 -135805752.746502 
32.775 -117164915.285477 
32.9175 -101082738.349962 
33.06 -87208017.5641617 
33.2025 -75237755.2261823 
33.345 -64910543.4103823 
33.4875 -56000855.3119001 
33.63 -48314120.1671071 
33.7725 -41682474.1955422 
33.915 -35961094.7719302 
34.0575 -31025037.7735191 
34.2 -26766509.0363737 
34.3425 -23092510.3343872 
34.485 -19922808.4736345 
34.6275 -17188183.1509239 
34.77 -14828915.3130853 
34.9125 -12793483.0056196 
35.055 -11037436.2305017 
35.1975 -9522426.24216129 
35.34 -8215368.08329343 
35.4825 -7087718.07186709 
35.625 -6114850.46100939 
35.7675 -5275519.65919552 
35.91 -4551396.26664834 
36.0525 -3926666.79585939 
36.195 -3387688.33488276 
36.3375 -2922690.61190061 
36.48 -2521518.95471267 
36.6225 -2175412.53187091 
36.765 -1876813.03266402 
36.9075 -1619199.60788404 
37.05 -1396946.46679327 
37.1925 -1205200.02047781 
37.335 -1039772.88863092 
37.4775 -897052.455074275 
37.62 -773921.975042451 
37.7625 -667692.511362669 
